Ensembl Gene ID	Ensembl Transcript ID	Description
ENSONIG00000000159	ENSONIT00000000202	myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]
ENSONIG00000000159	ENSONIT00000000203	myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]
ENSONIG00000000160	ENSONIT00000000204	extracellular leucine-rich repeat and fibronectin type III domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-080327-21]
ENSONIG00000000160	ENSONIT00000000205	extracellular leucine-rich repeat and fibronectin type III domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-080327-21]
ENSONIG00000000161	ENSONIT00000000206	squalene epoxidase a [Source:ZFIN;Acc:ZDB-GENE-071004-98]
ENSONIG00000000162	ENSONIT00000000207	MAD1 mitotic arrest deficient-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1081]
ENSONIG00000000163	ENSONIT00000000208	ring finger protein 144B [Source:HGNC Symbol;Acc:HGNC:21578]
ENSONIG00000000164	ENSONIT00000000209	IQ motif containing G [Source:HGNC Symbol;Acc:HGNC:25251]
ENSONIG00000000165	ENSONIT00000000210	spire-type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622]
ENSONIG00000000166	ENSONIT00000000211	tumor necrosis factor, alpha-induced protein 8-like 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1313]
ENSONIG00000000167	ENSONIT00000000212	secretogranin III [Source:ZFIN;Acc:ZDB-GENE-040426-1725]
ENSONIG00000000167	ENSONIT00000000213	secretogranin III [Source:ZFIN;Acc:ZDB-GENE-040426-1725]
ENSONIG00000000168	ENSONIT00000000214	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000215}  [Source:UniProtKB/TrEMBL;Acc:I3IUC5]
ENSONIG00000000169	ENSONIT00000000215	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000216}  [Source:UniProtKB/TrEMBL;Acc:I3IUC6]
ENSONIG00000000170	ENSONIT00000000216	formyl peptide receptor 1 [Source:ZFIN;Acc:ZDB-GENE-121227-2]
ENSONIG00000000170	ENSONIT00000000217	formyl peptide receptor 1 [Source:ZFIN;Acc:ZDB-GENE-121227-2]
ENSONIG00000000171	ENSONIT00000000218	tweety homolog 3b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-051120-105]
ENSONIG00000000171	ENSONIT00000000219	tweety homolog 3b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-051120-105]
ENSONIG00000000172	ENSONIT00000000220	LysM, putative peptidoglycan-binding, domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-040801-250]
ENSONIG00000000172	ENSONIT00000000221	LysM, putative peptidoglycan-binding, domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-040801-250]
ENSONIG00000000173	ENSONIT00000000222	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000223}  [Source:UniProtKB/TrEMBL;Acc:I3IUD3]
ENSONIG00000000174	ENSONIT00000000223	tropomodulin 2 [Source:ZFIN;Acc:ZDB-GENE-040912-185]
ENSONIG00000000175	ENSONIT00000000224	IQ motif containing E [Source:ZFIN;Acc:ZDB-GENE-090312-217]
ENSONIG00000000175	ENSONIT00000000225	IQ motif containing E [Source:ZFIN;Acc:ZDB-GENE-090312-217]
ENSONIG00000000176	ENSONIT00000000226	Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-2435]
ENSONIG00000000176	ENSONIT00000000227	Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-2435]
ENSONIG00000000176	ENSONIT00000000228	Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-2435]
ENSONIG00000000177	ENSONIT00000000229	si:ch211-160d14.1 [Source:ZFIN;Acc:ZDB-GENE-070424-140]
ENSONIG00000000178	ENSONIT00000000230	zgc:152698 [Source:ZFIN;Acc:ZDB-GENE-060818-9]
ENSONIG00000000179	ENSONIT00000000231	polo-like kinase 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-021115-7]
ENSONIG00000000180	ENSONIT00000000232	mitogen-activated protein kinase 6 [Source:ZFIN;Acc:ZDB-GENE-050420-7]
ENSONIG00000000180	ENSONIT00000000233	mitogen-activated protein kinase 6 [Source:ZFIN;Acc:ZDB-GENE-050420-7]
ENSONIG00000000181	ENSONIT00000000234	partner and localizer of BRCA2 [Source:ZFIN;Acc:ZDB-GENE-090313-43]
ENSONIG00000000182	ENSONIT00000000235	T-box 5a [Source:ZFIN;Acc:ZDB-GENE-991124-7]
ENSONIG00000000183	ENSONIT00000000236	ubiquitin specific peptidase 50 [Source:HGNC Symbol;Acc:HGNC:20079]
ENSONIG00000000184	ENSONIT00000000237	retinol dehydrogenase 8 (all-trans) [Source:HGNC Symbol;Acc:HGNC:14423]
ENSONIG00000000185	ENSONIT00000000238	ubiquitin specific peptidase 8 [Source:ZFIN;Acc:ZDB-GENE-030131-1949]
ENSONIG00000000185	ENSONIT00000000239	ubiquitin specific peptidase 8 [Source:ZFIN;Acc:ZDB-GENE-030131-1949]
ENSONIG00000000186	ENSONIT00000000240	hexokinase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2848]
ENSONIG00000000187	ENSONIT00000000241	T-box 3a [Source:ZFIN;Acc:ZDB-GENE-070209-80]
ENSONIG00000000188	ENSONIT00000000242	collagen, type V, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-110728-4]
ENSONIG00000000188	ENSONIT00000000243	collagen, type V, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-110728-4]
ENSONIG00000000189	ENSONIT00000000244	mediator complex subunit 13-like [Source:HGNC Symbol;Acc:HGNC:22962]
ENSONIG00000000189	ENSONIT00000000245	mediator complex subunit 13-like [Source:HGNC Symbol;Acc:HGNC:22962]
ENSONIG00000000190	ENSONIT00000000246	histidine decarboxylase [Source:ZFIN;Acc:ZDB-GENE-080102-5]
ENSONIG00000000191	ENSONIT00000000247	zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]
ENSONIG00000000192	ENSONIT00000000248	solute carrier family 27 (fatty acid transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10996]
ENSONIG00000000193	ENSONIT00000000249	mitochondrial fission process 1 [Source:HGNC Symbol;Acc:HGNC:26945]
ENSONIG00000000194	ENSONIT00000000250	deltaA [Source:ZFIN;Acc:ZDB-GENE-980526-29]
ENSONIG00000000195	ENSONIT00000000251	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000252}  [Source:UniProtKB/TrEMBL;Acc:I3IUG2]
ENSONIG00000000196	ENSONIT00000000252	lectin, mannose-binding 2-like [Source:HGNC Symbol;Acc:HGNC:19263]
ENSONIG00000000196	ENSONIT00000000253	lectin, mannose-binding 2-like [Source:HGNC Symbol;Acc:HGNC:19263]
ENSONIG00000000197	ENSONIT00000000254	ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]
ENSONIG00000000198	ENSONIT00000000255	glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:ZFIN;Acc:ZDB-GENE-021015-1]
ENSONIG00000000199	ENSONIT00000000256	Rho GTPase activating protein 19 [Source:ZFIN;Acc:ZDB-GENE-100922-157]
ENSONIG00000000200	ENSONIT00000000257	phosphodiesterase 8A [Source:ZFIN;Acc:ZDB-GENE-070112-622]
ENSONIG00000000201	ENSONIT00000000258	zgc:77391 [Source:ZFIN;Acc:ZDB-GENE-040426-1830]
ENSONIG00000000201	ENSONIT00000000259	zgc:77391 [Source:ZFIN;Acc:ZDB-GENE-040426-1830]
ENSONIG00000000202	ENSONIT00000000260	slit homolog 1b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030722-4]
ENSONIG00000000203	ENSONIT00000000261	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000262}  [Source:UniProtKB/TrEMBL;Acc:I3IUH2]
ENSONIG00000000204	ENSONIT00000000262	olfactomedin 2b [Source:ZFIN;Acc:ZDB-GENE-040426-2402]
ENSONIG00000000205	ENSONIT00000000263	paired box gene 8 [Source:ZFIN;Acc:ZDB-GENE-001030-3]
ENSONIG00000000206	ENSONIT00000000264	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000265}  [Source:UniProtKB/TrEMBL;Acc:I3IUH5]
ENSONIG00000000207	ENSONIT00000000265	fibronectin type III and SPRY domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18024]
ENSONIG00000000208	ENSONIT00000000266	pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096]
ENSONIG00000000209	ENSONIT00000000267	WAS protein homolog associated with actin, golgi membranes and microtubules [Source:HGNC Symbol;Acc:HGNC:30493]
ENSONIG00000000210	ENSONIT00000000268	microfibrillar-associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]
ENSONIG00000000211	ENSONIT00000000269	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000270}  [Source:UniProtKB/TrEMBL;Acc:I3IUI0]
ENSONIG00000000212	ENSONIT00000000270	suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055]
ENSONIG00000000212	ENSONIT00000000271	suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055]
ENSONIG00000000213	ENSONIT00000000272	thyroid hormone receptor interactor 10 [Source:HGNC Symbol;Acc:HGNC:12304]
ENSONIG00000000214	ENSONIT00000000273	homer homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:17513]
ENSONIG00000000215	ENSONIT00000000274	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000275}  [Source:UniProtKB/TrEMBL;Acc:I3IUI5]
ENSONIG00000000216	ENSONIT00000000275	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000276}  [Source:UniProtKB/TrEMBL;Acc:I3IUI6]
ENSONIG00000000217	ENSONIT00000000276	transmembrane protein 141 [Source:ZFIN;Acc:ZDB-GENE-060929-272]
ENSONIG00000000218	ENSONIT00000000277	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000278}  [Source:UniProtKB/TrEMBL;Acc:I3IUI8]
ENSONIG00000000219	ENSONIT00000000278	zinc finger, MYND domain containing 19 [Source:ZFIN;Acc:ZDB-GENE-030131-4460]
ENSONIG00000000220	ENSONIT00000000279	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000280}  [Source:UniProtKB/TrEMBL;Acc:I3IUJ0]
ENSONIG00000000220	ENSONIT00000000280	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000280}  [Source:UniProtKB/TrEMBL;Acc:I3IUJ0]
ENSONIG00000000221	ENSONIT00000000281	BTB (POZ) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]
ENSONIG00000000222	ENSONIT00000000282	B-box and SPRY domain containing [Source:ZFIN;Acc:ZDB-GENE-060526-219]
ENSONIG00000000223	ENSONIT00000000283	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 [Source:HGNC Symbol;Acc:HGNC:11059]
ENSONIG00000000223	ENSONIT00000000284	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 [Source:HGNC Symbol;Acc:HGNC:11059]
ENSONIG00000000224	ENSONIT00000000285	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000287}  [Source:UniProtKB/TrEMBL;Acc:I3IUJ7]
ENSONIG00000000224	ENSONIT00000000286	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000287}  [Source:UniProtKB/TrEMBL;Acc:I3IUJ7]
ENSONIG00000000224	ENSONIT00000000287	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000287}  [Source:UniProtKB/TrEMBL;Acc:I3IUJ7]
ENSONIG00000000225	ENSONIT00000000288	transmembrane 6 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11860]
ENSONIG00000000226	ENSONIT00000000289	vav 1 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12657]
ENSONIG00000000226	ENSONIT00000000290	vav 1 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12657]
ENSONIG00000000227	ENSONIT00000000291	ubiquitin protein ligase E3 component n-recognin 7 [Source:ZFIN;Acc:ZDB-GENE-030131-1535]
ENSONIG00000000228	ENSONIT00000000292	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1495]
ENSONIG00000000229	ENSONIT00000000293	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000294}  [Source:UniProtKB/TrEMBL;Acc:I3IUK4]
ENSONIG00000000230	ENSONIT00000000294	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000295}  [Source:UniProtKB/TrEMBL;Acc:I3IUK5]
ENSONIG00000000231	ENSONIT00000000295	ankyrin repeat and SOCS box-containing 2a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5355]
ENSONIG00000000232	ENSONIT00000000296	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000297}  [Source:UniProtKB/TrEMBL;Acc:I3IUK7]
ENSONIG00000000233	ENSONIT00000000297	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000298}  [Source:UniProtKB/TrEMBL;Acc:I3IUK8]
ENSONIG00000000234	ENSONIT00000000298	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000299}  [Source:UniProtKB/TrEMBL;Acc:I3IUK9]
ENSONIG00000000235	ENSONIT00000000299	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSONIG00000000235	ENSONIT00000000300	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSONIG00000000235	ENSONIT00000000301	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSONIG00000000236	ENSONIT00000000302	ankyrin repeat and SOCS box-containing 2a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5355]
ENSONIG00000000237	ENSONIT00000000303	protein phosphatase 4, regulatory subunit 4 [Source:ZFIN;Acc:ZDB-GENE-041001-164]
ENSONIG00000000238	ENSONIT00000000304	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000305}  [Source:UniProtKB/TrEMBL;Acc:I3IUL5]
ENSONIG00000000239	ENSONIT00000000305	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000306}  [Source:UniProtKB/TrEMBL;Acc:I3IUL6]
ENSONIG00000000240	ENSONIT00000000306	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000307}  [Source:UniProtKB/TrEMBL;Acc:I3IUL7]
ENSONIG00000000241	ENSONIT00000000307	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000308}  [Source:UniProtKB/TrEMBL;Acc:I3IUL8]
ENSONIG00000000242	ENSONIT00000000308	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10a [Source:ZFIN;Acc:ZDB-GENE-041014-246]
ENSONIG00000000243	ENSONIT00000000309	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000312}  [Source:UniProtKB/TrEMBL;Acc:I3IUM2]
ENSONIG00000000243	ENSONIT00000000310	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000312}  [Source:UniProtKB/TrEMBL;Acc:I3IUM2]
ENSONIG00000000243	ENSONIT00000000311	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000312}  [Source:UniProtKB/TrEMBL;Acc:I3IUM2]
ENSONIG00000000244	ENSONIT00000000312	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000313}  [Source:UniProtKB/TrEMBL;Acc:I3IUM3]
ENSONIG00000000245	ENSONIT00000000313	X-ray repair complementing defective repair in Chinese hamster cells 3 [Source:ZFIN;Acc:ZDB-GENE-050320-116]
ENSONIG00000000246	ENSONIT00000000314	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIBb [Source:ZFIN;Acc:ZDB-GENE-030131-6248]
ENSONIG00000000247	ENSONIT00000000315	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000316}  [Source:UniProtKB/TrEMBL;Acc:I3IUM6]
ENSONIG00000000248	ENSONIT00000000316	small nuclear ribonucleoprotein polypeptides B and B1 [Source:ZFIN;Acc:ZDB-GENE-040426-1819]
ENSONIG00000000249	ENSONIT00000000317	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000318}  [Source:UniProtKB/TrEMBL;Acc:I3IUM8]
ENSONIG00000000250	ENSONIT00000000318	ring finger protein 182 [Source:HGNC Symbol;Acc:HGNC:28522]
ENSONIG00000000250	ENSONIT00000000319	ring finger protein 182 [Source:HGNC Symbol;Acc:HGNC:28522]
ENSONIG00000000251	ENSONIT00000000320	ubiquitin-like 5 [Source:HGNC Symbol;Acc:HGNC:13736]
ENSONIG00000000252	ENSONIT00000000321	zgc:109913 [Source:ZFIN;Acc:ZDB-GENE-050522-72]
ENSONIG00000000253	ENSONIT00000000322	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1714]
ENSONIG00000000254	ENSONIT00000000323	ubiquitin-conjugating enzyme E2C [Source:ZFIN;Acc:ZDB-GENE-051030-48]
ENSONIG00000000255	ENSONIT00000000324	ligand dependent nuclear receptor corepressor [Source:ZFIN;Acc:ZDB-GENE-061201-6]
ENSONIG00000000256	ENSONIT00000000325	BTB (POZ) domain containing 6b [Source:ZFIN;Acc:ZDB-GENE-030829-65]
ENSONIG00000000257	ENSONIT00000000326	MORN repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:24001]
ENSONIG00000000258	ENSONIT00000000327	perforin 1 (pore forming protein) [Source:HGNC Symbol;Acc:HGNC:9360]
ENSONIG00000000258	ENSONIT00000000328	perforin 1 (pore forming protein) [Source:HGNC Symbol;Acc:HGNC:9360]
ENSONIG00000000258	ENSONIT00000000329	perforin 1 (pore forming protein) [Source:HGNC Symbol;Acc:HGNC:9360]
ENSONIG00000000259	ENSONIT00000000330	polymerase (RNA) II (DNA directed) polypeptide J [Source:ZFIN;Acc:ZDB-GENE-050522-120]
ENSONIG00000000260	ENSONIT00000000331	solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6 [Source:HGNC Symbol;Acc:HGNC:11041]
ENSONIG00000000261	ENSONIT00000000332	PDX1 C-terminal inhibiting factor 1 [Source:ZFIN;Acc:ZDB-GENE-120920-2]
ENSONIG00000000262	ENSONIT00000000333	4-hydroxy-2-oxoglutarate aldolase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2242]
ENSONIG00000000263	ENSONIT00000000334	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000335}  [Source:UniProtKB/TrEMBL;Acc:I3IUP5]
ENSONIG00000000264	ENSONIT00000000335	cyclin and CBS domain divalent metal cation transport mediator 1 [Source:HGNC Symbol;Acc:HGNC:102]
ENSONIG00000000264	ENSONIT00000000336	cyclin and CBS domain divalent metal cation transport mediator 1 [Source:HGNC Symbol;Acc:HGNC:102]
ENSONIG00000000265	ENSONIT00000000337	perforin 1 (pore forming protein) [Source:HGNC Symbol;Acc:HGNC:9360]
ENSONIG00000000266	ENSONIT00000000338	ribosomal protein L7-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-970]
ENSONIG00000000267	ENSONIT00000000339	RAB43, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-030131-5864]
ENSONIG00000000267	ENSONIT00000000340	RAB43, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-030131-5864]
ENSONIG00000000268	ENSONIT00000000341	glutamic-oxaloacetic transaminase 1, soluble [Source:HGNC Symbol;Acc:HGNC:4432]
ENSONIG00000000269	ENSONIT00000000342	CCHC-type zinc finger, nucleic acid binding protein b [Source:ZFIN;Acc:ZDB-GENE-030131-7782]
ENSONIG00000000270	ENSONIT00000000343	si:dkey-1j5.4 [Source:ZFIN;Acc:ZDB-GENE-130603-91]
ENSONIG00000000271	ENSONIT00000000344	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000345}  [Source:UniProtKB/TrEMBL;Acc:I3IUQ5]
ENSONIG00000000272	ENSONIT00000000345	si:ch211-15p9.2 [Source:ZFIN;Acc:ZDB-GENE-060503-577]
ENSONIG00000000273	ENSONIT00000000346	cornichon homolog 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-041001-180]
ENSONIG00000000274	ENSONIT00000000347	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000348}  [Source:UniProtKB/TrEMBL;Acc:I3IUQ8]
ENSONIG00000000275	ENSONIT00000000348	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000349}  [Source:UniProtKB/TrEMBL;Acc:I3IUQ9]
ENSONIG00000000276	ENSONIT00000000349	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000350}  [Source:UniProtKB/TrEMBL;Acc:I3IUR0]
ENSONIG00000000277	ENSONIT00000000350	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-030131-9122]
ENSONIG00000000278	ENSONIT00000000351	tRNA splicing endonuclease 2 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-060929-918]
ENSONIG00000000279	ENSONIT00000000352	NK2 transcription factor related 3 [Source:ZFIN;Acc:ZDB-GENE-990415-178]
ENSONIG00000000280	ENSONIT00000000353	MKRN2 opposite strand [Source:HGNC Symbol;Acc:HGNC:40375]
ENSONIG00000000281	ENSONIT00000000354	makorin, ring finger protein, 2 [Source:ZFIN;Acc:ZDB-GENE-020213-2]
ENSONIG00000000282	ENSONIT00000000355	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000356}  [Source:UniProtKB/TrEMBL;Acc:I3IUR6]
ENSONIG00000000283	ENSONIT00000000356	nicotinamide nucleotide adenylyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8201]
ENSONIG00000000284	ENSONIT00000000357	TOX high mobility group box family member 4 [Source:HGNC Symbol;Acc:HGNC:20161]
ENSONIG00000000285	ENSONIT00000000358	solute carrier family 25 (mitochondrial iron transporter), member 28 [Source:HGNC Symbol;Acc:HGNC:23472]
ENSONIG00000000286	ENSONIT00000000359	ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]
ENSONIG00000000287	ENSONIT00000000360	solute carrier family 12 (potassium/chloride transporter), member 6 [Source:HGNC Symbol;Acc:HGNC:10914]
ENSONIG00000000287	ENSONIT00000000361	solute carrier family 12 (potassium/chloride transporter), member 6 [Source:HGNC Symbol;Acc:HGNC:10914]
ENSONIG00000000288	ENSONIT00000000362	laminin, gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]
ENSONIG00000000289	ENSONIT00000000363	family with sequence similarity 107, member A [Source:HGNC Symbol;Acc:HGNC:30827]
ENSONIG00000000290	ENSONIT00000000364	phosphoinositide-3-kinase, class 2, beta polypeptide [Source:ZFIN;Acc:ZDB-GENE-050309-145]
ENSONIG00000000291	ENSONIT00000000365	NOP10 ribonucleoprotein homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-041007-4]
ENSONIG00000000292	ENSONIT00000000366	lysophosphatidylcholine acyltransferase 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5777]
ENSONIG00000000293	ENSONIT00000000367	DEAH (Asp-Glu-Ala-His) box polypeptide 9 [Source:ZFIN;Acc:ZDB-GENE-070912-171]
ENSONIG00000000294	ENSONIT00000000368	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000369}  [Source:UniProtKB/TrEMBL;Acc:I3IUS9]
ENSONIG00000000295	ENSONIT00000000369	ATPase, H+ transporting V0 subunit e2 [Source:ZFIN;Acc:ZDB-GENE-050522-135]
ENSONIG00000000296	ENSONIT00000000370	ER membrane protein complex subunit 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1891]
ENSONIG00000000297	ENSONIT00000000371	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000373}  [Source:UniProtKB/TrEMBL;Acc:I3IUT3]
ENSONIG00000000297	ENSONIT00000000372	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000373}  [Source:UniProtKB/TrEMBL;Acc:I3IUT3]
ENSONIG00000000298	ENSONIT00000000373	aldehyde dehydrogenase 4 family, member A1 [Source:ZFIN;Acc:ZDB-GENE-040426-1179]
ENSONIG00000000299	ENSONIT00000000374	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSONIG00000000300	ENSONIT00000000375	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000376}  [Source:UniProtKB/TrEMBL;Acc:I3IUT6]
ENSONIG00000000301	ENSONIT00000000376	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSONIG00000000302	ENSONIT00000000377	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSONIG00000000303	ENSONIT00000000378	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSONIG00000000303	ENSONIT00000000379	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSONIG00000000304	ENSONIT00000000380	ring finger protein 123 [Source:ZFIN;Acc:ZDB-GENE-050208-529]
ENSONIG00000000304	ENSONIT00000000381	ring finger protein 123 [Source:ZFIN;Acc:ZDB-GENE-050208-529]
ENSONIG00000000305	ENSONIT00000000382	laminin, gamma 1 [Source:ZFIN;Acc:ZDB-GENE-021226-3]
ENSONIG00000000305	ENSONIT00000000383	laminin, gamma 1 [Source:ZFIN;Acc:ZDB-GENE-021226-3]
ENSONIG00000000306	ENSONIT00000000384	complement component 3 [Source:HGNC Symbol;Acc:HGNC:1318]
ENSONIG00000000307	ENSONIT00000000385	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000386}  [Source:UniProtKB/TrEMBL;Acc:I3IUU6]
ENSONIG00000000307	ENSONIT00000000386	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000000386}  [Source:UniProtKB/TrEMBL;Acc:I3IUU6]
